---,分隔線,商店資訊---
name,全家便利商店股份有限公司
city,臺北市
region,中山區
detailed_address,中山北路二段61號7F
phone,02-25239588
introduction,全家就是你家
order_note,部分商品數量有限，請以現場供應為準。自備飲料杯省5元。
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,Let's Cafe
200,仿手沖單品
300,義式單品
400,Let's Tea


---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,冷熱飲,1
4,冷熱飲,1
5,附加選項,0
6,請選擇風味,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冰,0
1,熱,0
2,冰,0
3,熱,0
5,糖球,0
5,奶精,0
5,砂糖,0
6,火龍果,0
6,巨峰葡萄,0
6,野莓風味,0

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
FamilyMart 全家頭份大同店,03-7598262,苗栗縣,頭份市,建國里大同路１號一樓,24.68219,120.940859
FamilyMart 全家頭份信義店,03-7691745,苗栗縣,頭份市,中山路５３號１樓及地下室,24.693852,120.888812
FamilyMart 全家頭份金斗店,03-7680660,苗栗縣,頭份市,中正二路３６５號,24.688028,120.91429
FamilyMart 全家頭份超豐店,03-7662201,苗栗縣,頭份市,中民路９號５樓,24.662192,120.878705
FamilyMart 全家頭份立華店,03-7695982,苗栗縣,頭份市,中華路６００之８號１樓,24.694864,120.916349
FamilyMart 全家頭份公園店,03-7637836,苗栗縣,頭份市,東庄里公園路２號,24.700456,120.900173
FamilyMart 全家頭份向慶店,03-7696245,苗栗縣,頭份市,水源路２７６號,24.682551,120.88222
FamilyMart 全家頭份和平店,03-7595069,苗栗縣,頭份市,和平路８３號１樓,24.687092,120.901585
FamilyMart 全家頭份富隆店,03-7696852,苗栗縣,頭份市,昌隆一街１０７號１樓,24.688451,120.90338
FamilyMart 全家頭份金東興店,03-7592766,苗栗縣,頭份市,東興路１４９－１號,24.690845,120.943856
FamilyMart 全家頭份大亨店,03-7695078,苗栗縣,頭份市,信東路３６３號,24.697276,120.893308
FamilyMart 全家後龍好望角店,03-7727508,苗栗縣,後龍鎮,十班坑１５５－１１號,24.615068,120.788467
FamilyMart 全家苗栗高鐵店,03-7248133,苗栗縣,後龍鎮,高鐵三路２６８號,24.600369,120.829137
FamilyMart 全家通霄中正店,03-7759228,苗栗縣,通霄鎮,中正路８０號,24.487694,120.681276
FamilyMart 全家苑裡社苓店,03-7745382,苗栗縣,苑裡鎮,社苓里１１０－５號,24.401609,120.664962
FamilyMart 全家苑裡舊社店,03-7741449,苗栗縣,苑裡鎮,舊社里６鄰舊社８３之８號,24.440467,120.652461
FamilyMart 全家苑裡西施店,03-7863759,苗栗縣,苑裡鎮,介壽路１３之３２號,24.43831,120.657746
FamilyMart 全家苑裡金世界店,03-7857210,苗栗縣,苑裡鎮,世界路２段２６８號,24.438554770990663,120.64749555092622
FamilyMart 全家苗栗中山店,03-7336919,苗栗縣,苗栗市,高苗里中山路９８６之４號一樓,24.559111,120.820265
FamilyMart 全家苗栗富樂店,03-7358638,苗栗縣,苗栗市,中正路３９９號一樓,24.546449,120.816258
FamilyMart 全家苗栗新大發店,03-7261796,苗栗縣,苗栗市,福安里２２鄰中華路６７３號,24.56401,120.81608
FamilyMart 全家苗栗玉清店,03-7373733,苗栗縣,苗栗市,玉清里玉清路３８號１樓,24.566138,120.818281
FamilyMart 全家苗栗文發店,03-7371877,苗栗縣,苗栗市,至公路５８１號,24.560783,120.818406
FamilyMart 全家苗栗英才店,03-7372848,苗栗縣,苗栗市,英才路１２７號,24.5501008,120.81503
FamilyMart 全家苗栗嘉新店,03-7267843,苗栗縣,苗栗市,國華路１２６號,24.539664,120.817834
FamilyMart 全家造橋大坪店,03-7543907,苗栗縣,造橋鄉,尖豐路１２６號,24.655708,120.867359
FamilyMart 全家公館新鶴岡店,03-7237605,苗栗縣,公館鄉,鶴山村７鄰鶴山２３５之１號１樓,24.519406,120.821787
FamilyMart 全家公館福星店,03-7233702,苗栗縣,公館鄉,福星村福星２００號,24.500030645972473,120.82806685152052
FamilyMart 全家大湖重機店,03-7990095,苗栗縣,大湖鄉,富興村４鄰法雲寺６－１０號,24.424668,120.866149
FamilyMart 全家銅鑼朝陽店,03-7985738,苗栗縣,銅鑼鄉,朝陽村朝東４３之１０號,24.4871008,120.78695
FamilyMart 全家銅鑼工業店,03-7232502,苗栗縣,銅鑼鄉,中平村中興路３之１號１樓,24.492766,120.789301
FamilyMart 全家銅鑼力積店,03-7980538,苗栗縣,銅鑼鄉,銅科七路８號１樓,24.467456,120.766902
FamilyMart 全家三義休息站店,03-7870372,苗栗縣,三義鄉,西湖村下湖５－１０號,24.40639,120.766643
FamilyMart 全家卓蘭上新店,04-2589-8473,苗栗縣,卓蘭鎮,上新里１９鄰上新１２號,24.3234,120.823921
