---,分隔線,商店資訊---
name,全家便利商店股份有限公司
city,臺北市
region,中山區
detailed_address,中山北路二段61號7F
phone,02-25239588
introduction,全家就是你家
order_note,部分商品數量有限，請以現場供應為準。自備飲料杯省5元。
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,Let's Cafe
200,仿手沖單品
300,義式單品
400,Let's Tea


---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,冷熱飲,1
4,冷熱飲,1
5,附加選項,0
6,請選擇風味,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冰,0
1,熱,0
2,冰,0
3,熱,0
5,糖球,0
5,奶精,0
5,砂糖,0
6,火龍果,0
6,巨峰葡萄,0
6,野莓風味,0

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
FamilyMart 全家麥寮新泰順店,05-6936160,雲林縣,麥寮鄉,中興路７６－３號,23.797488,120.226343
FamilyMart 全家麥寮德順店,05-6914811,雲林縣,麥寮鄉,施厝村仁德東路５２３號,23.74810242,120.25600963
FamilyMart 全家麥寮萊杯店,05-6931662,雲林縣,麥寮鄉,麥豐村２２鄰表福路１９３號壹樓,23.796972,120.273688
FamilyMart 全家斗六榮大店,05-5360113,雲林縣,斗六市,大學路一段４０２號１樓,23.69455786,120.53837595
FamilyMart 全家斗六社口店,05-5360684,雲林縣,斗六市,中山路３２１號１樓２樓全部,23.70096786,120.53444595
FamilyMart 全家斗六環中店,05-5374847,雲林縣,斗六市,中華路２７５號,23.723577,120.581846
FamilyMart 全家斗六工業店,05-5575825,雲林縣,斗六市,斗工十路１０８號１樓,23.692184,120.529644
FamilyMart 全家斗六車頭店,05-5334074,雲林縣,斗六市,民生路１８７號２樓,23.729498,120.591053
FamilyMart 全家斗六新光店,05-5362691,雲林縣,斗六市,成功路５５３號壹樓,23.705123,120.551121
FamilyMart 全家斗六竹圍店,05-5515203,雲林縣,斗六市,溪洲里竹圍路５１號一樓,23.72477,120.524187
FamilyMart 全家斗六明德北店,05-5338946,雲林縣,斗六市,鎮北里明德北路一段１６５號,23.735456,120.532924
FamilyMart 全家斗六保明店,05-5370414,雲林縣,斗六市,保長路５１－１號,23.704576,120.533758
FamilyMart 全家斗六久安店,05-5222671,雲林縣,斗六市,雲林路三段４７３號,23.691712,120.528466
FamilyMart 全家斗六鎮北店,05-5331047,雲林縣,斗六市,鎮北路１５２號１樓．２樓,23.721863,120.540508
FamilyMart 全家林內采虹店,05-5898442,雲林縣,林內鄉,中正路３０號．３２號,23.76728,120.577762
FamilyMart 全家古坑國道店,05-5827956,雲林縣,古坑鄉,崁腳村５鄰新興１００號,23.622632,120.555245
FamilyMart 全家莿桐饒平店,05-5712906,雲林縣,莿桐鄉,四合村后埔１２８號,23.757825,120.496454
FamilyMart 全家西螺七崁店,05-5878263,雲林縣,西螺鎮,吳厝里吳厝７０－１號,23.789116,120.470939
FamilyMart 全家西螺公館店,05-5876631,雲林縣,西螺鎮,公館里公館３９２號,23.79923,120.455544
FamilyMart 全家西螺平和店,05-5875059,雲林縣,西螺鎮,平和南路３９９號１－３樓,23.797763,120.466273
FamilyMart 全家西螺延平店,05-5873047,雲林縣,西螺鎮,延平路１９１號,23.782511,120.452884
FamilyMart 全家西螺新社店,05-5879667,雲林縣,西螺鎮,新豐里福來路８８號,23.792529,120.456418
FamilyMart 全家二崙新崙店,05-5989801,雲林縣,二崙鄉,中山路１１５號,23.796639,120.416455
FamilyMart 全家北港好收店,05-7923807,雲林縣,北港鎮,好收里５鄰好收１１５號,23.574567,120.293213
FamilyMart 全家北港天后店,05-7837465,雲林縣,北港鎮,中山路９０號,23.569409,120.301999
FamilyMart 全家北港豐順店,05-7839941,雲林縣,北港鎮,公園路７３號１．２樓,23.578442,120.300858
FamilyMart 全家口湖下崙店,05-7990369,雲林縣,口湖鄉,崙中村中山路７１號,23.57484742,120.15068863
FamilyMart 全家元長鹿寮店,05-7983080,雲林縣,元長鄉,鹿北村永鹿７０之１號,23.650845,120.313111
