---,分隔線,商店資訊---
name,全家便利商店股份有限公司
city,臺北市
region,中山區
detailed_address,中山北路二段61號7F
phone,02-25239588
introduction,全家就是你家
order_note,部分商品數量有限，請以現場供應為準。自備飲料杯省5元。
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,Let's Cafe
200,仿手沖單品
300,義式單品
400,Let's Tea


---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,冷熱飲,1
4,冷熱飲,1
5,附加選項,0
6,請選擇風味,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冰,0
1,熱,0
2,冰,0
3,熱,0
5,糖球,0
5,奶精,0
5,砂糖,0
6,火龍果,0
6,巨峰葡萄,0
6,野莓風味,0

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
FamilyMart 全家基隆樂華店,02-2428-5782,基隆市,中山區,西康里西定路４６７號１樓,25.150676,121.727983
FamilyMart 全家基隆新復興店,02-2436-6769,基隆市,中山區,復興路２０４－１號,25.148135,121.725005
FamilyMart 全家基隆新安和店,02-2434-1775,基隆市,安樂區,安和一街１２４號,25.127989,121.73248
FamilyMart 全家基隆長庚店,02-2432-6001,基隆市,安樂區,安樂路二段１５７號,25.148534,121.699493
FamilyMart 全家基隆武嶺店,02-2433-5573,基隆市,安樂區,武嶺街１８１－６號１樓,25.149254,121.707775
FamilyMart 全家基隆新國揚店,02-3401-2842,基隆市,安樂區,基金一路１２１巷１４號,25.140588,121.71172
FamilyMart 全家基隆新崙店,02-2431-3410,基隆市,安樂區,基金一路２０８巷９２之６號一樓,25.156583,121.695374
FamilyMart 全家基隆金城店,02-3401-2667,基隆市,安樂區,麥金路２３１－１號,25.12091,121.722356
FamilyMart 全家基隆鑫樂富店,02-2434-9184,基隆市,安樂區,樂利二街６２巷２２５號,25.129359,121.718614
FamilyMart 全家基隆新樂群店,02-2433-7917,基隆市,安樂區,樂利三街１２８號,25.126775,121.71245
FamilyMart 全家八堵車站店,02-2456-7770,基隆市,暖暖區,八堵路１４２號,25.098533,121.734792
FamilyMart 全家基隆暖東店,02-2458-2882,基隆市,暖暖區,暖暖街１６３號,25.092936,121.736925
FamilyMart 全家基隆暖錠店,02-2459-4800,基隆市,暖暖區,源遠路１８９號,25.099109,121.755727
FamilyMart 全家基隆暖港店,02-2457-4786,基隆市,暖暖區,過港路２５４號,25.092035,121.754144
FamilyMart 全家七堵工明店,02-2451-9520,基隆市,七堵區,工建路１－１５號壹樓,25.099258,121.713875
FamilyMart 全家七堵自治店,02-2455-4377,基隆市,七堵區,自治街６號,25.08838,121.705335
FamilyMart 全家七堵東新店,02-2767-8206,基隆市,七堵區,東新街６７號壹樓,25.074853,121.695965
FamilyMart 全家七堵大興店,02-2456-0059,基隆市,七堵區,南興路３０號１樓,25.089208,121.708735
