---,分隔線,商店資訊---
name,全家便利商店股份有限公司
city,臺北市
region,中山區
detailed_address,中山北路二段61號7F
phone,02-25239588
introduction,全家就是你家
order_note,部分商品數量有限，請以現場供應為準。自備飲料杯省5元。
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,Let's Cafe
200,仿手沖單品
300,義式單品
400,Let's Tea


---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,冷熱飲,1
4,冷熱飲,1
5,附加選項,0
6,請選擇風味,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冰,0
1,熱,0
2,冰,0
3,熱,0
5,糖球,0
5,奶精,0
5,砂糖,0
6,火龍果,0
6,巨峰葡萄,0
6,野莓風味,0

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
FamilyMart 全家礁溪仁愛店,03-9872033,宜蘭縣,礁溪鄉,仁愛路１６號１樓,121.7869983,24.79818582
FamilyMart 全家礁溪健康店,03-9874587,宜蘭縣,礁溪鄉,健康路５０號１樓之１,121.768663,24.818277
FamilyMart 全家壯圍功勞店,03-9305772,宜蘭縣,壯圍鄉,功勞路１９之１號１樓,121.785007,24.746808
FamilyMart 全家壯圍濱海店,03-9308929,宜蘭縣,壯圍鄉,壯濱路三段３０６－１號,121.78308968,24.77530009
FamilyMart 全家宜蘭內城店,03-9230814,宜蘭縣,員山鄉,內城路４５５號１樓,121.728586,24.746724
FamilyMart 全家員山農會店,03-9233267,宜蘭縣,員山鄉,員山路一段２８１號,121.729558,24.727569
FamilyMart 全家羅東中榮店,03-9603394,宜蘭縣,羅東鎮,中山路二段２８３號及２８５號壹樓,121.771957,24.668531
FamilyMart 全家羅東南門店,03-9574266,宜蘭縣,羅東鎮,中正路１號,121.75658683,24.67927646
FamilyMart 全家羅東站前店,03-9561480,宜蘭縣,羅東鎮,公正路６１號,121.774304,24.678064
FamilyMart 全家羅東民族店,03-9542728,宜蘭縣,羅東鎮,公園路５０號,121.759794,24.677964
FamilyMart 全家羅東天祥店,03-9534547,宜蘭縣,羅東鎮,南昌東街３９號１樓,121.763883,24.674196
FamilyMart 全家羅東鑫復興店,03-9553056,宜蘭縣,羅東鎮,復興路二段２６６號,121.769211,24.680853
FamilyMart 全家宜蘭天送埤店,03-9894021,宜蘭縣,三星鄉,三星路七段３２２號,121.728878,24.692739
FamilyMart 全家五結國道店,03-9604824,宜蘭縣,五結鄉,中興路一段１７７號１樓,121.797658,24.685047
FamilyMart 全家五結興盛店,03-9553470,宜蘭縣,五結鄉,五結路三段７５１號１Ｆ,121.826663,24.683422
FamilyMart 全家五結鑫利成店,03-9603740,宜蘭縣,五結鄉,利成路一段５－１號,121.82291496,24.66608112
FamilyMart 全家宜蘭薪傳店,03-9601397,宜蘭縣,五結鄉,傳藝路二段１５６號一樓及停車場,121.802976,24.673133
FamilyMart 全家冬山中心店,03-9592744,宜蘭縣,冬山鄉,冬山路１０８號一樓,121.773446,24.665599
FamilyMart 全家冬山永興店,03-9587433,宜蘭縣,冬山鄉,永興路一段１號１樓,121.74291391,24.6661499
FamilyMart 全家冬山義新店,03-9587507,宜蘭縣,冬山鄉,義成路三段４０９號,121.766696,24.66291
FamilyMart 全家宜蘭廣源店,03-9517357,宜蘭縣,冬山鄉,廣興路４８號,121.747386,24.669513
FamilyMart 全家蘇澳馬賽店,03-9909822,宜蘭縣,蘇澳鎮,大同路７號１樓,121.851526,24.596011
FamilyMart 全家蘇澳聖湖店,03-9954216,宜蘭縣,蘇澳鎮,聖湖里中山路二段３１號一樓,121.801722,24.464847
