分公司名稱,電話,城市,鄉鎮市區,詳細地址,緯度,經度
50嵐(觀音大觀店),034837793,桃園市,觀音區,大觀路二段188號,25.0442592,121.1388864
50嵐(平鎮中豐店),03-4395111,桃園市,平鎮區,中豐路南勢二段95號,24.9173213,121.2111194
50嵐(平鎮和平店),03-4586677,桃園市,平鎮區,和平路177號,24.9463874,121.2199339
50嵐(桃園南平店),03-3570997,桃園市,桃園區,南平路280號,25.0188417,121.2996612
50嵐(桃園大有店),03-5382977,桃園市,桃園區,大有路451號1樓,25.0118391,121.3187994
50嵐(桃園龍安店）,03-3608696,桃園市,桃園區,龍安街148-3號,24.9914498,121.2797653
50嵐(平鎮南豐店),03-4191698,桃園市,平鎮區,湧豐里南豐路18號1樓,24.9002972,121.2104489
50嵐(新竹食品店),03-5628050,新竹市,東區,食品路184號,24.7972811,120.975989
50嵐(新竹馬偕店),03-5165006,新竹市,東區,水源街61號1F,24.8008312,120.9914969
50嵐(新竹民生店),03-5456565,新竹市,東區,民生路105號,24.8095433,120.9773797
50嵐(新竹東門店),03-5252678,新竹市,,東門街113號,24.8039264,120.9687001
50嵐(新竹南大店),03-5616350,新竹市,東區,南大路396號,24.7977937,120.9696027
50嵐(新竹北大店),03-5277050,新竹市,北區,北大路301號,24.806462,120.963035
50嵐(新竹育賢店),03-5613728,新竹市,,南大路832號,24.7883804,120.9667557
50嵐(新竹清大店),03-5751166,新竹市,,建功一路45-5號,24.7980884,120.9977303
50嵐(新竹新埔店),03-5895050,新竹縣,新埔鎮,四座里中正路300號,24.827803,121.0799199
50嵐(新竹寶山店),03-6661357,新竹市,東區,寶山路408之1號,24.7858555,120.988354
50嵐(新竹金山店),03-5645599,新竹市,東區,金山七街31號,24.7783246,121.0203581
50嵐(新竹光復店),03-5798567,新竹市,東區,光復路一段183號,24.7815965,121.0219667
50嵐(竹科新店),03-5771369,新竹市,,光復路一段434號,24.7847446,121.0140569
50嵐(新竹林森店),03-5220200,新竹市,東區,林森路140號,24.799889,120.9654547
50嵐(新竹中正店),03-5333288,新竹市,北區,水田里中正路278號,24.8125421,120.96426
50嵐(新竹大庄店 ),03-5401232,新竹市,香山區,大庄路88號,24.7908413,120.926672
50嵐(新竹中山店),03-5250057,新竹市,北區,中山路364號,24.800988,120.959105
50嵐(新竹光華店),03-5310806,新竹市,北區,光華東街15號,24.815433,120.9740841
50嵐(湖口新工店),03-5978010,新竹縣,湖口鄉,仁和路129號,24.8730799,121.0146729
50嵐(湖口中正店),03-5905458,新竹縣,湖口鄉,中正路一段20號,24.901929,121.0461714
50嵐(湖口工業店),03-5970109,新竹縣,湖口鄉,勝利村10鄰工業一路8號1樓,24.8680562,121.0113259
50嵐(新豐明新店),03-5577928,新竹縣,新豐鄉,新興路67號,24.8662123,120.9924645
50嵐(竹東長春店),03-5941357,新竹縣,竹東鎮,長春路三段226號,24.7446968,121.0827859
50嵐(竹東二店）,03-5950297,新竹縣,竹東鎮,長春路二段40號,24.7379217,121.0885607
50嵐(竹北正東店),03-6565252,新竹縣,竹北市,中正東路262號,24.8353134,121.0128749
50嵐(竹北正西店),03-5536707,新竹縣,竹北市,中正西路124號,24.8404189,121.0017604
50嵐(竹北十興店),03-6675373,新竹縣,竹北市,十興里莊敬五街138號,24.8249191,121.0275111
50嵐(竹北博愛店),03-5556236,新竹縣,竹北市,博愛街224號,24.8339122,121.0072622
50嵐(嘉豐南店),03-5509039,新竹縣,竹北市,嘉豐南路二段30號,24.8078126,121.0320434
50嵐(新竹延平店),03-5222308,新竹市,北區,延平路一段288號,24.8051887,120.9522012
50嵐(新豐站前店）,03-5572797,新竹縣,新豐鄉,建興路一段25號1樓,24.8705469,120.9958136
50嵐(竹北福興東店),03-6688837,新竹縣,竹北市,福興東路一段345號,24.8156294,121.0269919
50嵐(苗栗為公店),037-275588,苗栗市,,為公路156號,24.5704411,120.8266993
50嵐(頭份仁愛店),037-696000,苗栗縣,頭份鎮,自強里仁愛路103號,24.6869658,120.908337
50嵐(頭份建國店),037-695693,苗栗縣,頭份市,建國路77號,24.6933276,120.9137953
50嵐(頭份尚順店),037-690889,苗栗縣,頭份市,東庄里18鄰東民五街8號,24.68908,120.9030198
50嵐(苗栗公館店),037-233165,苗栗縣,公館鄉,館中村大同路231-5號,24.5056209,120.8271412
50嵐(苗栗中正店),037-376588,苗栗市,,中正路1077號,24.5477087,120.8163795
50嵐(苗栗苑裡店),037-855866,苗栗縣,苑裡鎮,天下路51號,24.44251,120.6521399
50嵐(苗栗府前店 ),037-365588,苗栗市,,府前路86-2號,24.5611951,120.8188713
50嵐(竹南中正店),037-552577,苗栗縣,竹南鎮,中正路263-1號,24.6835773,120.8727494
50嵐(竹南光復店),037-551253,苗栗縣,竹南鎮,光復路133號,24.6865058,120.8790359
50嵐(健行店),042208-3365,台中市,北區,健行路516號,24.159353,120.679235
50嵐(民生店),042229-8088,台中市,西區,民生路163號,24.142583,120.670803
50嵐(美村店),04-2320-6326,台中市,西區,美村路一段141號,24.151747,120.6619425
50嵐(昌平店),042238-9699,台中市,北屯區,昌平路一段210號,24.169974,120.691638
50嵐(昌平二店),04-22475239,台中市,北屯區,昌平路二段1-3號,24.177026,120.690193
50嵐(河南店),04-24529800,台中市,西屯區,河南路二段396號1F,24.1731511,120.6462429
50嵐(向上二店),042380-3575,台中市,南屯區,向上路二段472號,24.147086,120.636706
50嵐(忠孝店),042285-5810,台中市,南區,忠孝路160號,24.129679,120.682433
50嵐(向上店),042310-1313,台中市,西區,向上路1段388-1號,24.146989,120.655847
50嵐(東興二店),042473-3918,台中市,南屯區,東興路2段5號,24.136258,120.652778
50嵐(公園店),,台中市,中區,公園路28號,24.145246,120.681467
50嵐(一中店),04-22256688,台中市,北區,一中街87-1號,24.1496814,120.6848307
50嵐(一中二店),04-22261616,台中市,北區,新興里太平路85號,24.1479249,120.683769
50嵐(學士店),042206-8891,台中市,北區,學士路45號,24.154116,120.682089
50嵐(青海店),042315-5088,台中市,西屯區,青海路一段152號,24.165412,120.653465
50嵐(重慶寧夏店),042315-5086,台中市,西屯區,重慶路191號,24.169792,120.659451
50嵐(中科店),04-24618766,台中市,西屯區,西屯路三段164-23號,24.1888019,120.617131
50嵐(中科福雅店),04-24621515,台中市,西屯區,福雅路571之7號,24.2012505,120.6273175
50嵐(西屯店),042329-6608,台中市,西屯區,西屯路二段17-2號1樓,24.15995,120.665481
50嵐(黎明二店),042452-6538,台中市,西屯區,黎明路三段329號,24.1795269,120.6372213
50嵐(逢甲店),04-24522475,台中市,西屯區,逢甲路20巷6號,24.1793215,120.6458065
50嵐(七期朝富路),04-22521177,台中市,西屯區,朝富路142號,24.1650854,120.6363766
50嵐(中科玉門店),04-24630138,台中市,西屯區,福科里玉門路104號,24.1869217,120.6102187
50嵐(世貿店),04-23553700,台中市,西屯區,中工三路36號1F,24.1801385,120.6191829
50嵐(永安店),04-24620865,台中市,西屯區,西屯路三段148-40號,24.185977,120.623524
50嵐(樂業店),04-22155050,台中市,東區,樂業路192號,24.138663,120.69756
50嵐(大里大明店),042482-1333,台中市,大里市,大明路328號,24.115147,120.681252
50嵐(大里益民店),04-24822280,台中市,大里區,益民路二段257號,24.1106264,120.6837407
50嵐(大里成功店),042496-3457,台中市,大里區,成功二路36號,24.0928083,120.7038049
50嵐(大里中興店),042483-4783,台中市,大里區,中興路二段386-13號,24.106275,120.689621
50嵐(大里中興二店),04-24953980,台中市,大里區,中興路一段197號,24.0902003,120.6930925
50嵐(黎明一店),042253-3226,台中市,南屯區,黎明路二段366-1號,24.150572,120.635591
50嵐(大墩一店),042473-6708,台中市,南屯區,大墩路271號,24.143229,120.649667
50嵐(大雅民生店),042568-2533,台中市,大雅區,民生路一段181號,24.2273,120.650375
50嵐(大雅學府),04-25650633,台中市,大雅區,學府路295號,24.2247594,120.6492053
50嵐(向心南店),042472-6575,台中市,南屯區,向心南路972號,24.137374,120.644023
50嵐(太平太平店),042276-5466,台中市,太平市,中興路95號,24.1274066,120.716121
50嵐(太平中山店),042395-3980,台中市,太平市,中山路四段206號,24.148242,120.702281
50嵐(太平長億店),04-22757277,台中市,太平區,太平路155號,24.1204725,120.7208872
50嵐(太平十甲店),04-22761717,台中市,太平區,十甲路623號,24.1444233,120.713438
50嵐(太平樹德店),04-23950013,台中市,太平區,樹德路310號,24.1577436,120.712797
50嵐(太平勤益店),04-23920053,台中市,太平區,中山路一段283號,24.1441609,120.733922
50嵐(中興嶺店),04-25825382,台中市,,新社中興嶺170號,24.2053246,120.7945115
50嵐(東山店 ),042436-9970,台中市,北屯區,東山路一段138之1號,24.169484,120.702882
50嵐(軍功新店),04-24375774,台中市,北屯區,東山路一段262號,24.1756914,120.7187936
50嵐(樹孝店),042395-5506,台中市,太平市,樹孝路43-3號,24.150905,120.716465
50嵐(霧峰中正店),042333-7597,台中市,霧峰區,中正路861號,24.063511,120.698569
50嵐(霧工店),04-23398080,台中市,霧峰區,四德路332號,24.0652406,120.6807286
50嵐(潭子勝利店),042534-3191,台中市,潭子區,勝利路340號,24.214052,120.700736
50嵐(松竹店),042247-3400,台中市,北屯區,松竹路二段101號,24.182893,120.697496
50嵐(大墩二店),042320-7120,台中市,南屯區,大墩路803號,24.155036,120.649495
50嵐(漢口二店),04-22952282,台中市,北區,漢口路三段223號,24.1671349,120.6716656
50嵐(北平店),042299-3093,台中市,北區,北平路二段168號,24.171285,120.677412
50嵐(美村南店),042261-3558,台中市,南區,美村南路235號,24.114991,120.666683
50嵐(烏日中山店),042336-9583,台中市,烏日區,中山路一段462號,24.107254,120.636256
50嵐(大慶店),042260-2913,台中市,南區,大慶街2段6之5號,24.114442,120.652821
50嵐(國美店),04-23786326,台中市,西區,美村路一段662-1號,24.135786,120.661432
50嵐(繼光店),042229-3555,台中市,西區,民權路59號,24.136767,120.680866
50嵐(后里甲后店),042557-6606,台中市,后里區,甲后路387號,24.308686,120.723733
50嵐(后里四村店),04-25567666,台中市,后里區,四村路106號,24.3054494,120.7132942
50嵐(麗寶店),04-37020818,台中市,后里區,福容路201號,24.3243894,120.6992488
50嵐(外埔店）,04-26835028,台中市,外埔區,大同里甲后路三段928號1樓,24.330023,120.6553991
50嵐(外埔二店),04-26800850,台中市,外埔區,甲后路五段106號,24.3424993,120.6378531
50嵐(復興店),042262-7758,台中市,南區,復興路二段2-1號,24.117498,120.657928
50嵐(社口店),042561-2520,台中市,神岡區,社口村中山路606號,24.246808,120.686059
50嵐(永春店),042389-5938,台中市,南屯區,黎明路一段1021號,24.1377762,120.6371834
50嵐(大甲順天店),042686-3090,台中市,大甲區,順天路196號,24.346295,120.624068
50嵐(大甲蔣公店),042688-0150,台中市,大甲鎮,蔣公路161號,24.346373,120.621402
50嵐(東海店),042633-7720,台中市,龍井區,遊園南路218號,24.181817,120.583985
50嵐(東海二店),04-26315030,台中市,龍井區,台灣大道五段3巷72號,24.1814442,120.5920677
50嵐(梧棲店),042657-3046,台中市,梧棲區,文化路二段117號,24.254966,120.530384
50嵐(梧棲中央店),04-26576776,台中市,梧棲區,中央路一段666-16號,24.2449112,120.5401096
50嵐(清泉崗店),0425651488,台中市,大雅區,中清路四段883號,24.240528,120.63072
50嵐(大肚店),042699-2436,台中市,大肚鄉,沙田路二段638號,24.151272,120.545334
50嵐(雙十店),042223-5255,台中市,北區,雙十路二段33號,24.152862,120.68872
50嵐(頭張店),042531-0533,台中市,潭子區,頭張路一段123號,24.194501,120.698977
50嵐(豐原三民店),042520-5502,台中市,豐原區,三民路112號,24.253636,120.719919
50嵐(豐原中正店),042525-5062,台中市,豐原區,中正路725號,24.248921,120.701208
50嵐(豐原中山店),04-25260010,台中市,豐原區,中山路375號,24.249716,120.714525
50嵐(豐原成功店),04-25277010,台中市,豐原區,成功路206號,24.2459869,120.7086264
50嵐(東勢中山店),042587-5507,台中市,東勢區,中山路51號,24.257001,120.829868
50嵐(豐勢店),042587-2727,台中市,東勢區,豐勢路218號,24.250975,120.830362
50嵐(豐原南陽店),042515-8833,台中市,豐原區,南陽路324號,24.2458961,120.7261643
50嵐(神岡豐洲店),042527-8833,台中市,神岡區,五權路97號,24.2571898,120.7120872
50嵐(興大學府店),04-22855515,台中市,南區,學府路40號,24.1253538,120.6754127
50嵐(崇德店),042246-3233,台中市,北屯區,崇德路2段289號,24.177138,120.685608
50嵐(大智店),04-22219899,台中市,東區,大智路9號,24.1360863,120.6883469
50嵐(精誠店),04-23209550,台中市,西區,精誠路77號,24.1519792,120.655192
50嵐(公益店),04-23272655,台中市,南屯區,公益路二段158號,24.151063,120.6479247
50嵐(英才店),0422038190,台中市,北區,英才路304號,24.1559076,120.6708428
50嵐(嶺東店),042380-8356,台中市,南屯區,忠勇路43-4號,24.1393766,120.612695
50嵐(忠勇店),04-23808707,台中市,南屯區,忠勇路80-26-1號,24.1530081,120.6165844
50嵐(沙鹿中山新店),042662-1882,台中市,沙鹿區,中山路187號,24.237201,120.563836
50嵐(鹿寮店),042665-7900,台中市,沙鹿區,成功東街58號,24.242112,120.562871
50嵐(沙鹿靜宜店),042652-3432,台中市,沙鹿區,北勢東路519號,24.2256048,120.5757257
50嵐(沙鹿鎮南店),04-26628202,台中市,沙鹿區鎮,南路二段594號,24.2342985,120.5608005
50嵐(龍井中央店),0426307227,台中市,龍井區,中央路二段50嵐,24.2074157,120.523748
50嵐(漢口一店),04-22319228,台中市,北區,漢口路四段369-3號,24.167152,120.6834157
50嵐(水湳店),042296-6555,台中市,北屯區,中清路二段367號,24.1793308,120.6676202
50嵐(黎明三店),0424791332,台中市,南屯區,黎明路一段51號,24.1133504,120.6259534
50嵐(忠明南店),04-23766076,台中市,西區,忠明南路411號,24.14171,120.6575691
50嵐(興大南門店),04-22855110,台中市,南區,南門路166號,24.12251,120.68008
50嵐(清水中山店),04-26226999,台中市,清水區,中山路192號,24.27065,120.576266
50嵐(清水中華店),04-26275050,台中市,清水區,中華路437號,24.2734051,120.5689648
50嵐(四張犁店),04-24223458,台中市,北屯區,昌平路二段53-1號,24.1611527,120.6788328
50嵐(逢甲文華),04-24510551,台中市,西屯區,文華路147號,24.1810462,120.6463456
50嵐(梧棲二店),04-26567716,台中市,梧棲區,文化路二段316號,24.2578538,120.5320586
50嵐(日新店),04-22230707,台中市,中區,中華路一段65號,24.143517,120.674848
50嵐(市政店),04-22515267,台中市,西屯區,政北二路50號1F,24.1607835,120.6420252
50嵐(大甲光明店),04-26860050,台中市,大甲區,光明路8-2號,24.3438195,120.6253097
50嵐(烏溪店),04-23355789,台中市,烏日區,溪南路一段648號1樓,24.0763069,120.6430369
50嵐(烏日站前店),04-23381688,台中市,烏日區,中山路二段252號,24.1066011,120.6214265
50嵐(烏日林新店),04-23376923,台中市,烏日區,榮和路37號,24.1080793,120.5970168
50嵐(中科廣福店),04-24528500,台中市,西屯區,廣福路279之2,24.200897,120.64372
50嵐(潭子福潭店),04-25395200,台中市,潭子區,福潭路476號1樓,24.209915,120.7104422
50嵐(樂群店),04-23755050,台中市,西區,南屯路一段61-1號,24.1320509,120.6649299
50嵐(旱溪店),04-22111557,台中市,東區,東信里振興路369之32號1樓,24.1319451,120.701709
50嵐(草屯中正店),0492356153,南投縣,草屯鎮,中正路769號,23.981626,120.684471
50嵐(南投民族店),0492200688,南投市,南投市,民族路307號,23.908046,120.685415
50嵐(埔里中山店),049-2981777,南投縣,埔里鎮,中山路二段154號,23.968705,120.971339
50嵐(埔里中正店),049-2987172,南投縣,埔里鎮,中正路384號,23.964646,120.968206
50嵐(南投彰南店),049-2241286,南投縣,南投市,彰南路二段255號,23.9127754,120.6809111
50嵐(南投竹山店),049-2651010,南投縣,竹山鎮,集山路三段897號,23.75689,120.683141
50嵐(南投水里店),049-2770763,南投縣,水里鄉,民生路359號,23.8160875,120.8544097
50嵐(南投名間店),049-2730073,南投縣,名間鄉,中正村南雅街145號,23.8384191,120.701772
50嵐(南投魚池店),049-2895115,南投縣,魚池鄉,魚池村魚池街347號,23.8965421,120.9376306
50嵐(南投民族二店),049-2245220,南投市,南投市,民族路41號,23.9105021,120.692697
50嵐(南投國姓店),049-2722066,南投縣,國姓鄉,國姓村中興路223號1樓,24.0396368,120.855446
50嵐(華山店),047280065,彰化縣,彰化市,華山路16號,24.074561,120.542936
50嵐(彰化師大店),047238066,彰化縣,彰化市,進德路10-2號,24.086217,120.557806
50嵐(彰化曉陽店),04-7234229,彰化縣,彰化市,曉陽路99號,24.072413,120.5397097
50嵐(彰化中正二店),04-7225255,彰化縣,彰化市,中正路二段662號,24.0679287,120.5350356
50嵐(彰化大竹店),04-7327222,彰化縣,彰化市,大竹里彰南路二段89號,24.0856829,120.578731
50嵐(彰化彰美店),047232275,彰化縣,彰化市,彰美路一段199號,24.088803,120.537379
50嵐(彰化永安店),04-7282922,彰化縣,彰化市,永安路236號,24.0887223,120.5442674
50嵐(彰化中華西店),04-7522551,彰化縣,,中華西路508號,24.068282,120.525552
50嵐(彰化大埔店),04-7115525,彰化縣,彰化市,延平里大埔路464號,24.063848,120.543232
50嵐(花壇店),04786-6607,彰化縣,花壇鄉,中山路一段475號,24.024868,120.539439
50嵐(彰化白沙店),04-7866652,彰化縣,花壇鄉,白沙村18鄰彰員路三段178號,24.0458177,120.5461887
50嵐(彰化大村店),04-8525510,彰化縣,大村鄉,中山路二段298號,23.9888503,120.5641202
50嵐(員林中山店),048398555,彰化縣,員林鎮,中山路二段243號,23.965999,120.571153
50嵐(員林中正店),04-8384555,彰化縣,員林鎮,中正路207號,23.9537001,120.574698
50嵐(員林大道店),04-8398886,彰化縣,員林市,員林大道一段338號,23.9495936,120.5654688
50嵐(員林三民東店),04-8313119,,員林市,三民東街316號,23.9602369,120.581571
50嵐(永靖店),04823-2298,彰化縣,永靖鄉,西村瑚璉路364號,23.923772,120.545227
50嵐(田尾店),04-8837077,彰化縣,田尾鄉,田尾村中山路一段531號,23.892626,120.52974
50嵐(北斗店),048875090,彰化縣,北斗鎮,光復路173號,23.873496,120.524054
50嵐(彰化田中店),048749343,彰化縣,田中鎮,中州路一段98號,23.858367,120.588942
50嵐(彰化社頭店),048731790,彰化縣,社頭鄉,社斗路一段214號,23.897688,120.587568
50嵐(鹿港中山店),047752178,彰化縣,鹿港鎮,中山路159號,24.053714,120.435154
50嵐(鹿港中山二店),047755757,彰化縣,鹿港鎮,中山路361號,24.058123,120.432193
50嵐(鹿港民權店),04-7772011,彰化縣,鹿港鎮,民權路65號1樓,24.057996,120.4377462
50嵐(頂番婆店),04-7720677,彰化縣,鹿港鎮,彰頂路334號,24.0858661,120.4822746
50嵐(彰化和美店),047572088,彰化縣,和美鎮,彰美路六段93號,24.1139081,120.4969164
50嵐(彰化伸港店),04-7981088,彰化縣,伸港鄉,中山路22號,24.1471516,120.4862769
50嵐(秀水店),047689800,彰化縣,秀水鄉,彰水路二段549號,24.0299052,120.496051
50嵐(彰化埔心店),04-8282116,彰化縣,埔心鄉,義民村員鹿路二段382號,23.9528481,120.5427352
50嵐(溪湖彰水店),04881-1965,彰化縣,溪湖鎮,彰水路3段347號,23.961039,120.480087
50嵐(溪湖員鹿店),04-8855719,彰化縣,溪湖鎮,員鹿路二段392號,23.9565264,120.4861067
50嵐(彰化埤頭店),04-8925050,彰化縣,埤頭鄉,斗苑西路232號,23.8917027,120.4600856
50嵐(二林店),04-8958001,彰化縣,二林鎮,東和里14鄰斗苑路5段188號,23.9011668,120.368234
50嵐(西螺店),055864801,雲林縣,西螺鎮,中山路111號,23.799894,120.461547
50嵐(斗六中山店),055335958,雲林縣,斗六市,中山路292號,23.701771,120.538151
50嵐(斗六民生店),05-5330959,雲林縣,斗六市,民生路180號,23.712144,120.542722
50嵐(斗六中華店),05-5373758,雲林縣,斗六市,中華路238號,23.708351,120.547532
50嵐(斗六石榴店),05-5571685,雲林縣,斗六市,榴中里石榴路95號,23.7236135,120.5842076
50嵐(斗南中山店),05596-3588,雲林縣,斗南鎮,中山路71號,23.675017,120.479282
50嵐(雲林土庫店),05662-8898,雲林縣,土庫鎮,建國路121號,23.678741,120.393291
50嵐(虎尾光復店),056325773,雲林縣,虎尾鎮,光復路345號,23.709787,120.439317
50嵐(虎尾中正店),056360598,雲林縣,虎尾鎮,中正路222號,23.70682,120.431635
50嵐(虎尾林森店),05-6366691,雲林縣,虎尾鎮,林森路一段398號,23.711201,120.435519
50嵐(虎尾工專店),05-6321466,雲林縣,虎尾鎮,工專路86號,23.7014099,120.4254892
50嵐(北港中山店),05-7827765,雲林縣,北港鎮,中山路86號,23.5660611,120.3044097
50嵐(北港民主店),05-7827765,雲林縣,北港鎮,民主路46號,23.5682634,120.3032917
50嵐(北港公園店),05-7823988,雲林縣,北港鎮,公園路15號,23.5732366,120.3028531
50嵐(麥寮店),056936988,雲林縣,麥寮鄉,光復路36號,23.7484185,120.2564011
50嵐(崙背中山店),05-6966188,雲林縣,崙背鄉,中山路256號,23.7609619,120.3540913
50嵐(雲林四湖店),05-7871788,雲林縣,四湖鄉,中正路323號,23.6370197,120.2258185
50嵐(雲林莿桐店),05-5846800,雲林縣,莿桐鄉,中山路164號,23.758737,120.500084
50嵐(嘉義大林店),052641067,嘉義縣,大林鎮,中山路24號,23.604144,120.454745
50嵐(嘉義大埔美店),05-2956968,嘉義縣,大林鎮,大埔美455號,23.6004754,120.5104786
50嵐(嘉義新港店),05-3745020,嘉義縣,新港鄉,宮前村中山路107號,23.5536331,120.3475298
50嵐(嘉義朴子店),053661563,嘉義縣,朴子市,海通路50號,23.463793,120.243398
50嵐(民雄店),052263022,嘉義縣,民雄鄉,東榮村5鄰東榮路15號,23.557319,120.432644
50嵐(太保店),053625592,嘉義縣,太保市,祥和三路東段19號,23.4546865,120.2933058
50嵐(太保中山店),05-2381012,嘉義縣,太保市,中山路二段5-1號,23.4988798,120.3763402
50嵐(嘉義民族店),052227600,嘉義市,,民族路716號,23.4755279,120.4430772
50嵐(嘉義民族二店),052227710,嘉義市,東區,民族路73號,23.4768308,120.4597498
50嵐(嘉義文化店),052232336,嘉義市,東區,文化路190號,23.48038,120.449606
50嵐(嘉義新生店),052772797,嘉義市,東區,仁義里新生路739號,23.4958282,120.4544502
50嵐(吳鳳店),05225-0001,嘉義市,,吳鳳南路140-1號,23.465077,120.454724
50嵐(嘉義民生南店),05-2840880,嘉義市,西區,民生南路477號1樓,23.4581388,120.4436839
50嵐(嘉義中山店),052715158,嘉義市,,中山路57號,23.482121,120.459423
50嵐(嘉義興業店),05-2273575,嘉義市,東區,興業東路289號,23.4699466,120.4607731
50嵐(嘉義興業西店),05-2842311,嘉義市,西區,興業西路343號,23.4676786,120.4375982
50嵐(友愛店),052811218,嘉義市,西區,友愛路202號,23.4809403,120.4341838
50嵐(嘉義頭橋店),052208548,嘉義縣,民雄鄉,建國路三段144號,23.521477,120.440068
50嵐(嘉義水上店),05-2682600,嘉義縣,水上鄉,中興路300號,23.4302732,120.402226
50嵐(嘉義竹崎店),05-2615250,嘉義縣,竹崎鄉,和平村7鄰坑仔坪151之3號,23.5179688,120.5493193
50嵐(嘉義中正店),05-2277150,嘉義市,東區,中正路394號,23.479004,120.450321
50嵐(嘉義玉山店),05-2841880,嘉義市,西區,磚磘里玉山路228之2號,23.4720767,120.4255087
50嵐(嘉義北興店),05-2310068,嘉義市,西區,北興街292號,23.4855279,120.438855
50嵐(嘉義江厝店),05-2205080,嘉義縣,民雄鄉,興中村江厝店7之3號1樓,23.5234,120.4230354
50嵐(金門金城店),082-375727,金門縣,金城鎮,民生路9-15號,24.4335132,118.3199782
50嵐(金門金湖店),082-337010,金門縣,金湖鎮,復興路51號,24.4412568,118.4160674
50嵐(澎湖馬公店),06926-3838,澎湖縣,西嶼鄉,海埔路30號,23.566111,119.56915
50嵐(澎湖中正店),06-9266755,澎湖縣,馬公市,中正路28號,23.5658453,119.5652618
50嵐(澎湖光復店),06-9260520,澎湖縣,馬公市,光復路125之2號,23.5722663,119.5708407
