50嵐 東湖二店,02-2630-7272,台北市,內湖區,東湖路149號
50嵐 捷運善導寺店,02-2351-8482,台北市,中正區,忠孝東路一段11號
50嵐 西寧店,02-2311-5937,台北市,萬華區,西寧南路48-4號
50嵐 汐止忠孝店,02-8646-2358,新北市,汐止區,忠孝東路263號
50嵐 晴光店,02-2599-2566,台北市,中山區,農安街22號
50嵐 伊通店,02-2502-6131,台北市,中山區,伊通街66-2號
50嵐 富國店,02-2902-9569,新北市,新莊區,富國路37號
50嵐 大直北安店,02-2532-1150,台北市,中山區,北安路571-3號
50嵐 四川店,02-2961-3302,新北市,板橋區,四川路一段202號
50嵐 重新店,02-2983-5856,新北市,三重區,重新路三段5號
50嵐 民生店,02-2719-8446,台北市,松山區,民生東路四段104號
50嵐 板橋中山二店,02-8951-4658,新北市,板橋區,中山路一段135號
50嵐 中和員山店,02-2225-7277,新北市,中和區,員山路325-2號
50嵐 萬隆店,02-2930-4678,台北市,文山區,羅斯福路五段217號
50嵐 寶橋店,02-2918-8881,新北市,新店區,寶橋路224號
50嵐 淡水英專店,02-2626-5585,新北市,淡水區,清水街1之10號
50嵐 北深店,02-8662-6621,新北市,深坑區,北深路三段180號
50嵐 安康店,02-8666-0333,新北市,新店區,安康路二段169號
50嵐 SOGO店,02-2711-3650,台北市,大安區,復興南路一段107巷37號
50嵐 中正北店,02-2988-1156,新北市,三重區,中正北路157號
50嵐 樹林中華店,02-8685-3450,新北市,樹林區,中華路84號
50嵐 成泰店,02-2292-0229,新北市,五股區,成泰路二段168號
50嵐 世貿店,02-2732-1350,台北市,信義區,基隆路二段107之3號
50嵐 瑞光店,02-8791-1851,台北市,內湖區,民權東路六段94號
50嵐 板橋文化店,02-8258-5666,新北市,板橋區,文化路一段379號
50嵐 興隆店,02-2934-0688,台北市,文山區,興隆路二段349號
50嵐 五華店,02-2988-7002,新北市,三重區,五華街77號
50嵐 承德店,02-2559-0222,台北市,大同區,承德路一段20號
50嵐 新店民權店,02-8219-1133,新北市,新店區,民權路123號
50嵐 士林文林店,02-2881-5922,台北市,士林區,文林路191號
50嵐 永康店,02-2395-2000,台北市,大安區,永康街14巷2號
50嵐 實踐店,02-2533-1350,台北市,中山區,大直街51號
50嵐 輔大店,02-2901-8100,新北市,新莊區,建國一路30號
50嵐 南西店,02-2567-3355,台北市,中山區,南京西路12巷3號
50嵐 士東店,02-2871-1333,台北市,士林區,士東路99號
50嵐 劍潭店,02-2885-0608,台北市,士林區,承德路四段35號
50嵐 板橋莒光店,02-2258-5000,新北市,板橋區,莒光路14號
50嵐 碧潭店,02-2910-0503,新北市,新店區,光明街3號
50嵐 開封店,02-2388-5600,台北市,中正區,開封街一段9號
50嵐 鶯歌建國店,02-2670-9992,新北市,鶯歌區,建國路219號
50嵐 瑞芳店,02-2497-6150,新北市,瑞芳區,明燈路三段53號
50嵐 八里店,02-2610-0556,新北市,八里區,中山路二段341號
50嵐 同德店,02-2786-2060,台北市,南港區,同德路39號
50嵐 土城頂埔店,02-2267-9993,新北市,土城區,中央路四段284號
50嵐 亞東店,02-8966-5500,新北市,板橋區,四川路二段41號
50嵐 樂華店,02-8660-3111,新北市,永和區,永和路一段144號
50嵐 寧夏店,02-2553-2228,台北市,大同區,寧夏路47號
50嵐 饒河店,02-2764-3301,台北市,松山區,八德路四段777號
50嵐 昌吉店,02-2599-2399,台北市,大同區,昌吉街35號
50嵐 同安店,02-2365-3381,台北市,中正區,同安街32號
50嵐 明志科大店,02-2906-2510,新北市,泰山區,明志路三段121號
50嵐 南機場店,02-2309-2525,台北市,中正區,中華路二段309巷5號
50嵐 寶興店,02-2332-8489,台北市,萬華區,寶興街64號
50嵐 林口中山店,02-2601-5138,新北市,林口區,中山路8號
50嵐 忠孝延吉店,02-8772-9811,台北市,大安區,延吉街72-4號
50嵐 奇岩店,02-2891-5291,台北市,北投區,崇仁路一段70號
50嵐 汐止大同店,02-2691-8800,新北市,汐止區,大同路二段222號
50嵐 士林捷運店,02-2883-3305,台北市,士林區,中正路235巷38號
50嵐 北車店,02-2331-2330,台北市,中正區,忠孝東路一段49號
50嵐 五工店,02-2298-3338,新北市,新莊區,五權一路80號
50嵐 土城日月光,02-2265-2989,新北市,土城區,中央路二段61巷37號
50嵐 淡水捷運店,02-2620-0826,新北市,淡水區,中正路1號2號店鋪
50嵐 福壽店,02-2250-5959,新北市,新莊區,福壽街65號
50嵐 板橋雙十店,02-2258-0833,新北市,板橋區,雙十路二段189號
50嵐 新莊中港店,02-2990-9113,新北市,新莊區,中港路335號1樓
50嵐 得和店,02-2940-9115,新北市,永和區,得和路396號
50嵐 龍山寺店,02-2338-7172,台北市,萬華區,和平西路三段139號1樓
50嵐 蘆洲民族店,02-8286-6386,新北市,蘆洲區,民族路176號
50嵐 三峽光明店,02-3501-2875,新北市,三峽區,光明路100-3號
50嵐 蘆洲中華店,02-2848-9188,新北市,蘆洲區,中華街16號
50嵐 景安店,02-2940-6099,新北市,中和區,景安路181號
50嵐 金山店,02-2408-1258,新北市,金山區,中山路231號
50嵐 永吉店,02-2765-0365,台北市,信義區,永吉路30巷106號1樓
50嵐 三峽北大店,02-2671-5320,新北市,三峽區,大學路129號1樓
50嵐 淡水中山店,02-2626-1162,新北市,淡水區,水碓街5號
50嵐 林森店,02-2568-1800,台北市,中山區,林森北路264號1樓
50嵐 新北投店,02-2894-9139,台北市,北投區,光明路200-2號
50嵐 集美店,02-2974-0150,新北市,三重區,集美街203號
50嵐 樹林博愛店,02-2675-2549,新北市,樹林區,博愛一街18號
50嵐 基隆深溪店,02-2468-3368,基隆市,信義區,深溪路128號
50嵐 南京三民店,02-2761-8056,台北市,松山區,南京東路五段123巷37號1樓
50嵐 竹圍店,02-2624-3006,新北市,淡水區,民權路143號
50嵐 永寧店,02-2268-0899,新北市,土城區,中央路三段72之1號


