---,分隔線,商店資訊---
name,OKmart
city,臺北市
region,信義區
detailed_address,松德路97號B1樓
phone,02-6636-3666
introduction,就這一杯很 OK 秘魯莊園級新配方
order_note,
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,咖啡
200,咖啡(熱)
300,風味咖啡
400,風味咖啡(熱)

---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,加購,0
4,加購,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冷飲,0
2,熱飲,0
3,濃縮,15
3,冰塊杯,15
3,蜂蜜風味糖漿,10
3,香草冰淇淋,25
4,濃縮,15
4,蜂蜜風味糖漿,10

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
100,1&3,M$35&L$45&XL$60,莊園美式 ,Specialty Americano,
100,1&3,M$45&L$55&XL$70,莊園拿鐵 ,Specialty Cafe Latte,
100,1&3,L$55,極淬莊園美式, Maximize Speciality Americano,
100,1&3,L$65,極淬莊園拿鐵, Maximize Speciality Cafe Latte,
100,1&3,L$55,特選招牌, Blended Coffee,
100,1&3,L$65,蜂蜜/焦糖霖拿鐵, Honey/Caramel Cafe Latte,
100,1&3,L$65,摩卡拿鐵, Cafe Mocha,
100,1&3,L$65,阿華田摩卡拿鐵, Ovaltine Cafe Mocha,
100,1&3,L$65,冰淇淋莊園美式, Ice Cream Specialty Americano,

200,2&4,M$35&L$45&XL$60,莊園美式 ,Specialty Americano,
200,2&4,M$45&L$55&XL$70,莊園拿鐵 ,Specialty Cafe Latte,
200,2&4,L$55,極淬莊園美式, Maximize Speciality Americano,
200,2&4,L$65,極淬莊園拿鐵, Maximize Speciality Cafe Latte,
200,2&4,L$55,特選招牌, Blended Coffee,
200,2&4,L$65,蜂蜜/焦糖霖拿鐵, Honey/Caramel Cafe Latte,
200,2&4,L$65,摩卡拿鐵, Cafe Mocha,
200,2&4,L$65,阿華田摩卡拿鐵 ,Ovaltine Cafe Mocha,
200,2&4,L$65,冰淇淋莊園美式 ,Ice Cream Specialty Americano,

300,1&3,L$45,經典紅茶/台灣青茶,Black Tea/Green Tea,
300,1&3,L$55,經典可可,Chocolate Milk,
300,1&3,L$55,焙茶拿鐵,Hojicha Latte,
300,1&3,L$55,錫蘭紅茶拿鐵,Ceylon Black Tea latte,
300,1&3,L$55,静岡抹茶拿鐵,Shizuoka Matcha latte,
300,1&3,L$55,茗京萃 紫蘇飲/百草甘,Mingjing Zisu Yin/Bai Cao Gan,
300,1&3,L$65,蜂蜜/焦糖驟奶茶,Honey / Caramel Milk Tea,
300,1&3,M$50,經典阿華田,Ovaltine Milk,
300,1&3,XL$65,冰淇淋紅茶,Ice Cream Black Tea,

400,2&4,L$45,經典紅茶/台灣青茶,Black Tea/Green Tea,
Okmart 八堵八中店,02-6637-5163,基隆市,暖暖區,八堵路82號,,
Okmart 基隆暖碇店,02-6637-5576,基隆市,暖暖區,源遠路190號1樓,,
Okmart 七堵南興店,02-6637-5161,基隆市,七堵區,南興路82號,,
Okmart 基隆長安店,02-6637-5162,基隆市,七堵區,明德三路45號1樓,,
Okmart 基隆富民店,02-6637-6296,基隆市,七堵區,明德一路104號1樓,,
Okmart 基隆監理站門市,02-6637-1379,基隆市,七堵區,實踐路296號1樓,,
Okmart 板橋自由店,02-6637-1491,新北市,板橋區,自由路34、36號1樓,,
Okmart 板橋華德店,02-6637-3092,新北市,板橋區,四川路２段245巷53號,,
Okmart 板橋懷仁店,02-6637-5006,新北市,板橋區,懷仁街8號,,
Okmart 板橋華僑店,02-6637-5032,新北市,板橋區,僑中二街90巷2號1樓,,
Okmart 板橋新海店,02-6637-5049,新北市,板橋區,新海路80號1樓,,
Okmart 板橋華翠店,02-6637-7600,新北市,板橋區,縣民大道３段101號,,
Okmart 板橋大仁店,02-6637-5072,新北市,板橋區,大仁街80號,,
Okmart 板橋崑崙店,02-6637-5078,新北市,板橋區,大觀路３段160巷34弄1號,,
Okmart 汐止厚德店,02-6637-2542,新北市,汐止區,樟樹一路135巷19號1樓,,
Okmart 汐止福德店,02-6637-3245,新北市,汐止區,福德一路197號,,
Okmart 汐止明峰店,02-6637-5001,新北市,汐止區,明峰街281號,,
Okmart 汐止社后店,02-6637-5007,新北市,汐止區,康寧街61巷48號,,
Okmart 汐止大同店,02-6637-5027,新北市,汐止區,大同路３段85號,,
Okmart 汐止新台店,02-6637-5047,新北市,汐止區,大同路１段169號1樓,,
Okmart 汐止汐平店,02-6637-5069,新北市,汐止區,汐平路１段1號1-3樓,,
Okmart 汐止中興店,02-6637-0105,新北市,汐止區,大同路１段331、333號1樓,,
Okmart 汐止東勢店,02-6637-4630,新北市,汐止區,東勢街127號1樓,,
Okmart 汐止江山萬里店,02-6637-5083,新北市,汐止區,新台五路２段170號B1,,
Okmart 平埔店,02-6637-2407,新北市,深坑區,文化街76號,,
Okmart 深坑百合店,02-6637-5092,新北市,深坑區,北深路１段38號1樓,,
Okmart 深坑北深店,02-6637-1159,新北市,深坑區,北深路３段169號,,
Okmart 三爪子坑店,02-6637-2071,新北市,瑞芳區,三爪子坑路125號,,
Okmart 瑞芳建基店,02-6637-3083,新北市,瑞芳區,建基路１段64號1樓,,
Okmart 瑞芳逢甲店,02-6637-3546,新北市,瑞芳區,逢甲路198、200號1樓,,
Okmart 傑魚坑店,02-6637-3548,新北市,瑞芳區,傑魚坑路55號,,
Okmart 瑞芳中央店,02-6637-5015,新北市,瑞芳區,中央路47號,,
Okmart 瑞芳中正店,02-6637-5043,新北市,瑞芳區,東和路1號,,
Okmart 瑞芳明燈店,02-6637-4048,新北市,瑞芳區,明燈路３段17號一樓,,
Okmart 新店安康店,02-6637-1947,新北市,新店區,安康路２段266號,,
Okmart 新店中興店,02-6637-3048,新北市,新店區,檳榔路29巷2、4號一樓,,
Okmart 新店黎明店,02-6637-3541,新北市,新店區,黎明路43/45號,,
Okmart 新店忠誠店,02-6637-5053,新北市,新店區,北新路２段97巷8號1樓,,
Okmart 新店華城門市,02-6637-5055,新北市,新店區,華城一路18號1樓,,
Okmart 新店香坡店,02-6637-5098,新北市,新店區,安祥路102巷28號,,
Okmart 新店達觀店,02-6637-0417,新北市,新店區,達觀路6號B1,,
Okmart 永和民享店,02-6637-1641,新北市,永和區,民享街4號,,
Okmart 永和四維店,02-6637-6238,新北市,永和區,四維街65號1樓,,
Okmart 永和保福店,02-6637-5480,新北市,永和區,仁愛路202巷16號1樓,,
Okmart 中和中山店,02-6637-1492,新北市,中和區,中山路２段252號,,
Okmart 中和員穗店,02-6637-2157,新北市,中和區,員山路468號,,
Okmart 中和積穗店,02-6637-3649,新北市,中和區,員山路396號,,
Okmart 中和秀峰店,02-6637-3949,新北市,中和區,秀峰街117號,,
Okmart 中和廣福店,02-6637-5008,新北市,中和區,廣福路30號,,
Okmart 中和民利店,02-6637-5018,新北市,中和區,民利街12號,,
Okmart 中和烘爐店,02-6637-5019,新北市,中和區,興南路２段140號1樓,,
Okmart 中和華夏店,02-6637-6119,新北市,中和區,華新街143巷11弄2號1樓,,
Okmart 中和信和店,02-6637-7179,新北市,中和區,員山路148巷23弄28號1樓,,
Okmart 土城中央店,02-6637-2643,新北市,土城區,中央路１段182號,,
Okmart 土城學成店,02-6637-3403,新北市,土城區,學成路110號1樓,,
Okmart 土城承天店,02-6637-1909,新北市,土城區,南天母路10號1樓,,
Okmart 土城延安店,02-6637-5960,新北市,土城區,延安街2號1樓,,
Okmart 土城福安店,02-6637-5091,新北市,土城區,福安街72號1樓,,
Okmart 土城永豐店,02-6637-6045,新北市,土城區,永豐路149-2號,,
Okmart 三峽介壽店,02-6637-5035,新北市,三峽區,介壽路１段320號,,
Okmart 三峽弘園店,02-6637-7614,新北市,三峽區,弘園街43號1樓,,
Okmart 辭修高中門市,02-6637-5847,新北市,三峽區,溪東路251號,,
Okmart 樹林桃子腳店,02-6637-7966,新北市,樹林區,桃子腳路124號1樓,,
Okmart 樹林億光門市,02-6637-4725,新北市,樹林區,中華路6-8號8樓,,
Okmart 樹林千歲店,02-6637-5052,新北市,樹林區,保安二街40號,,
Okmart 樹林伯園店,02-6637-3106,新北市,樹林區,柑園街二段119／121號1樓,,
Okmart 樹林中華店,02-6637-5070,新北市,樹林區,中華路135號,,
Okmart 鶯歌永吉店,02-6637-2047,新北市,鶯歌區,鶯桃路208號1樓,,
Okmart 鶯歌永和店,02-6637-7089,新北市,鶯歌區,永和街126、128號1樓,,
Okmart 鶯歌大湖店,02-6637-3481,新北市,鶯歌區,大湖路466號,,
Okmart 鶯歌永昌店,02-6637-5012,新北市,鶯歌區,鶯桃路97之3號1樓,,
Okmart 鶯歌福安店,02-6637-5020,新北市,鶯歌區,鶯桃路388號,,
Okmart 鶯歌新興店,02-6637-5029,新北市,鶯歌區,國際一路74.76號,,
Okmart 鶯歌中湖店,02-6637-6095,新北市,鶯歌區,大湖路26號、28號1樓,,
Okmart 三重成功店,02-6637-0148,新北市,三重區,成功路97號,,
Okmart 三重中北店,02-6637-2440,新北市,三重區,中正北路147號,,
Okmart 三重中正南店,02-6637-3141,新北市,三重區,中正南路117號,,
Okmart 新莊思源店,02-6637-1942,新北市,新莊區,福壽街156號,,
Okmart 新莊建中店,02-6637-1948,新北市,新莊區,建中街28號,,
Okmart 新莊昌平店,02-6637-2147,新北市,新莊區,昌平街2號,,
Okmart 新莊四維店,02-6637-2348,新北市,新莊區,四維路123-1號,,
Okmart 新莊龍安店,02-6637-2445,新北市,新莊區,四維路215號,,
Okmart 新莊中平店,02-6637-3383,新北市,新莊區,中平路10號,,
Okmart 新莊民安店,02-6637-1677,新北市,新莊區,民安東路127號1樓,,
Okmart 新莊八德店,02-6637-3915,新北市,新莊區,八德街111號,,
Okmart 新莊福華店,02-6637-5095,新北市,新莊區,中華路２段208號1樓,,
Okmart 新莊青山店,02-6637-0116,新北市,新莊區,青山路１段52之1號1樓,,
Okmart 新莊三洋門市,02-6637-7823,新北市,新莊區,中正路614巷26號,,
Okmart 泰山泰林店,02-6637-3646,新北市,泰山區,泰林路２段192號,,
Okmart 泰山楓江店,02-6637-5060,新北市,泰山區,楓江路30號1樓,,
Okmart 泰山貴陽店,02-6637-6126,新北市,泰山區,明志路３段357、359號1樓,,
Okmart 祥茂林口門市,02-6637-0382,新北市,林口區,工四路18號B1,,
Okmart 林口高中門市,02-6637-1339,新北市,林口區,仁愛路２段173號,,
Okmart 蘆洲溪墘店,02-6637-7236,新北市,蘆洲區,中山一路195號1樓,,
Okmart 五股憲校門市,02-6637-0512,新北市,五股區,成泰路１段175號,,
Okmart 八里龍米店,02-6637-4240,新北市,八里區,龍米路１段430號,,
Okmart 下奎柔山店,02-6637-3140,新北市,淡水區,淡金路３段333號,,
Okmart 淡水站前店,02-6637-5005,新北市,淡水區,中正路11-7號1樓,,
Okmart 竹圍民族店,02-6637-5009,新北市,淡水區,民族路51號1樓,,
Okmart 海院門市,02-6637-1006,新北市,淡水區,濱海路３段150號,,
Okmart 淡水康舒門市,02-6637-1674,新北市,淡水區,淡金路３段159號,,
Okmart 淡水半山匯店,02-6637-7065,新北市,淡水區,興福寮77巷135號,,
Okmart 淡水新市店,02-6637-3261,新北市,淡水區,新市三路１段108號1F,,
Okmart 三芝三民店,02-6637-5096,新北市,三芝區,三民街27巷2、4號1樓,,
Okmart 三芝長勤店,02-6637-4356,新北市,三芝區,中山路一段153號,,
Okmart 中壢福州店,03-263-0213,桃園市,中壢區,中北路二段350～354號,,
Okmart 中壢仁愛店,03-263-4628,桃園市,中壢區,新中北路840、842號1樓,,
Okmart 中壢復華店,03-263-4652,桃園市,中壢區,復華街50號1樓,,
Okmart 中壢王子店,03-263-1511,桃園市,中壢區,王子街50號,,
Okmart 中壢永泰店,03-263-1512,桃園市,中壢區,溪洲街71號一樓,,
Okmart 中壢高商門市,03-263-0039,桃園市,中壢區,中央西路２段141巷100號2、3樓,,
Okmart 中壢榮學店,03-263-9085,桃園市,中壢區,榮民南路186號1樓、2樓,,
Okmart 中壢百齡店,03-263-9250,桃園市,中壢區,龍門街137號1樓,,
Okmart 中壢南亞店,03-263-1540,桃園市,中壢區,中山東路３段文化新村9號,,
Okmart 中壢清雲店,03-263-1567,桃園市,中壢區,健行路99號,,
Okmart 中壢利民店,03-263-1576,桃園市,中壢區,利民路1號,,
Okmart 中壢吉林店,03-263-1586,桃園市,中壢區,忠孝路479號1樓,,
Okmart 中壢中央店,03-263-1593,桃園市,中壢區,中央西路２段148號1樓,,
Okmart 中壢金峰店,03-263-1595,桃園市,中壢區,中山東路３段2號,,
Okmart 中壢雙連店,03-263-1597,桃園市,中壢區,五興路402號1樓,,
Okmart 中壢文化店,03-263-1606,桃園市,中壢區,文化路336號1樓,,
Okmart 中壢月眉店,03-263-0611,桃園市,中壢區,月眉路１段599號1樓,,
Okmart 中壢七福店,03-263-9848,桃園市,中壢區,龍東路474、476號1樓,,
Okmart 中壢長興店,03-263-1433,桃園市,中壢區,長興街21、23號,,
Okmart 中壢中園店,03-263-0187,桃園市,中壢區,中園路38之1號,,
Okmart 中壢志清門市,03-263-0348,桃園市,中壢區,中山東路３段414號志清樓一樓,,
Okmart 中壢運動門市,03-263-1612,桃園市,中壢區,三光路350號,,
Okmart 中壢正義店,03-263-9170,桃園市,中壢區,正義路88號1樓,,
Okmart 中壢監理站門市,03-263-9068,桃園市,中壢區,延平路394號,,
Okmart 內壢高中門市,03-263-9622,桃園市,中壢區,成章四街120號,,
Okmart 中壢育樂店,03-263-1088,桃園市,中壢區,中正路259號,,
Okmart 平鎮崇泰店,03-263-9743,桃園市,平鎮區,延平路３段6-1號1樓,,
Okmart 平鎮平東店,03-263-1536,桃園市,平鎮區,平東路31-1號,,
Okmart 平鎮山峰店,03-263-1551,桃園市,平鎮區,中豐路山頂段373號,,
Okmart 平鎮新榮店,03-263-1552,桃園市,平鎮區,延平路１段199/201號,,
Okmart 平鎮龍恩店,03-263-1579,桃園市,平鎮區,游泳路120巷1弄2、4號1樓,,
Okmart 平鎮和平店,03-263-1601,桃園市,平鎮區,和平路117號1樓,,
Okmart 平鎮華光店,03-263-1620,桃園市,平鎮區,金陵路３段249號1樓,,
Okmart 晶技門市,03-263-1329,桃園市,平鎮區,工業六路4號B1樓,,
Okmart 技嘉門市,03-263-1635,桃園市,平鎮區,南平路211號1樓,,
Okmart 陸軍通資門市,03-263-0028,桃園市,平鎮區,中豐路山頂段358號一樓,,
Okmart 平鎮龍南店,03-263-0163,桃園市,平鎮區,龍南路22.24號1樓,,
Okmart 龍潭中央店,03-263-9763,桃園市,龍潭區,中央街138、140號1樓,,
Okmart 龍潭龍華店,03-263-4608,桃園市,龍潭區,龍華路8號1樓、北龍路126巷3號1樓,,
Okmart 龍潭北龍店,03-263-9369,桃園市,龍潭區,北龍路63號1樓,,
Okmart 陸軍司令部門市,03-263-0837,桃園市,龍潭區,中正路三林段81號,,
Okmart 龍潭石門店,03-263-9659,桃園市,龍潭區,文化路128-1號,,
Okmart 楊梅裕成店,03-263-0689,桃園市,楊梅區,裕成路160-1號1樓,,
Okmart 楊梅中華店,03-263-1562,桃園市,楊梅區,秀才路552、554號一樓,,
Okmart 楊梅新農店,03-263-1592,桃園市,楊梅區,新農街377號1-3樓,,
Okmart 楊梅立同店,03-263-1638,桃園市,楊梅區,自立街301號1樓,,
Okmart 高山頂營區門市,03-263-1305,桃園市,楊梅區,南高山頂10-1號,,
Okmart 台鐵埔心門市,03-263-0563,桃園市,楊梅區,永美路208號(埔心站3樓),,
Okmart 楊梅湖山店,03-263-1849,桃園市,楊梅區,湖山街20號及22號1樓,,
Okmart 楊梅金山店,03-263-4674,桃園市,楊梅區,環東路436號,,
Okmart 楊梅新江店,03-263-1328,桃園市,楊梅區,新江路181號1-3樓,,
Okmart 楊梅楊明店,03-263-1350,桃園市,楊梅區,金山街275巷52號,,
Okmart 楊梅高新店,03-263-9130,桃園市,楊梅區,高新街163號,,
Okmart 大華高中門市,03-263-9742,桃園市,楊梅區,三民路２段200號B1(大華高中),,
Okmart 楊梅生生社區店,03-263-9349,桃園市,楊梅區,甡甡路696~698號1樓,,
Okmart 新屋東明店,03-263-1573,桃園市,新屋區,中山西路一段572號1樓,,
Okmart 新屋中興店,03-263-9706,桃園市,新屋區,中興路160巷1號,,
Okmart 新屋醫院門市,03-263-9811,桃園市,新屋區,新福二路6號1樓,,
Okmart 觀音信義店,03-263-1608,桃園市,觀音區,信義路77號1樓,,
Okmart 觀音草漯店,03-263-4570,桃園市,觀音區,大觀路二段161號1樓,,
Okmart 觀音高中門市,03-263-0755,桃園市,觀音區,中山路２段519號,,
Okmart 觀音中興店,03-263-0326,桃園市,觀音區,中興路17、19-1號1樓,,
Okmart 桃園建國店,03-263-1500,桃園市,桃園區,建國路156-9號,,
Okmart 桃園民族店,03-263-1531,桃園市,桃園區,民族路204號,,
Okmart 桃園博愛店,03-263-9399,桃園市,桃園區,博愛路97號1樓,,
Okmart 桃園法治店,03-263-1571,桃園市,桃園區,法治路2.4號,,
Okmart 台表科門市,03-263-4528,桃園市,桃園區,桃鶯路437號B1,,
Okmart 桃園埔新店,03-263-1628,桃園市,桃園區,力行路40號1樓,,
Okmart 桃園龍祥店,03-263-1629,桃園市,桃園區,龍祥街48號1樓,,
Okmart 桃園大有店,03-263-0694,桃園市,桃園區,大有路656號1+2樓,,
Okmart 榮總桃園門市,03-263-0540,桃園市,桃園區,成功路３段100號1樓,,
Okmart 英業達桃園門市,03-263-9283,桃園市,桃園區,大智路88號1樓,,
Okmart 桃園運動門市,03-263-4625,桃園市,桃園區,中山東路233號1樓,,
Okmart 桃園地院門市,03-263-9559,桃園市,桃園區,正光路888號B1,,
Okmart 桃園監理站門市,03-263-9728,桃園市,桃園區,介壽路416號,,
Okmart 桃園高中門市,03-263-0387,桃園市,桃園區,成功路３段38號,,
Okmart 桃園俥亭店,03-263-1308,桃園市,桃園區,文中東路169號,,
Okmart 壽山高中門市,03-263-9850,桃園市,龜山區,大同路23號,,
Okmart 龜山文明店,03-263-1550,桃園市,龜山區,文明路71-2號,,
Okmart 龜山明基門市,03-263-0779,桃園市,龜山區,建國東路29號2樓,,
Okmart 龜山山鶯店,03-263-1588,桃園市,龜山區,山鶯路200號,,
Okmart 佳世達門市,03-263-1702,桃園市,龜山區,山鶯路157號2樓,,
Okmart 龜山貿商店,03-263-1513,桃園市,龜山區,中興路166-5號1樓,,
Okmart 欣興山鶯門市,03-263-0116,桃園市,龜山區,山鶯路175號1樓(電子廠),,
Okmart 龜山神準門市,03-263-9475,桃園市,龜山區,復興三路500號B1,,
Okmart 龜山晶碩門市,03-263-0420,桃園市,龜山區,興業街5號B1(晶碩光學內),,
Okmart 龜山樂生門市,03-263-9065,桃園市,龜山區,萬壽路１段50巷2號,,
